"REGISTRY_ID","PGM_SYS_ACRNM","PGM_SYS_ID","INTEREST_TYPE","NAICS_CODE","PRIMARY_INDICATOR","CODE_DESCRIPTION"
"110000587277","RCRAINFO","SCD003351400","VSQG","423310","SECONDARY","LUMBER, PLYWOOD, MILLWORK, AND WOOD PANEL MERCHANT WHOLESALERS"
"110000587277","AIRS/AFS","4508500064","AIR MINOR","321114","PRIMARY","WOOD PRESERVATION."
"110000587277","TRIS","29150SMTRWEASTF","TRI REPORTER","321114","PRIMARY","WOOD PRESERVATION."
"110000587277","RCRAINFO","SCD003351400","TSD","423310","SECONDARY","LUMBER, PLYWOOD, MILLWORK, AND WOOD PANEL MERCHANT WHOLESALERS"
"110000587277","RCRAINFO","SCD003351400","VSQG","321114","PRIMARY","WOOD PRESERVATION."
"110000587295","TRIS","29180FJCPN1214S","TRI REPORTER","325510","UNKNOWN","PAINT AND COATING MANUFACTURING."
"110000587295","AIR","SC00010000017","AIR SYNTHETIC MINOR","326113","PRIMARY","UNLAMINATED PLASTICS FILM AND SHEET (EXCEPT PACKAGING) MANUFACTURING."
"110000587295","AIRS/AFS","4503900017","AIR SYNTHETIC MINOR","326113","PRIMARY","UNLAMINATED PLASTICS FILM AND SHEET (EXCEPT PACKAGING) MANUFACTURING."
"110000587295","EIS","3172811","AIR SYNTHETIC MINOR","326113","PRIMARY","UNLAMINATED PLASTICS FILM AND SHEET (EXCEPT PACKAGING) MANUFACTURING."
"110000587295","TRIS","29180FJCPN1214S","TRI REPORTER","325910","PRIMARY","PRINTING INK MANUFACTURING."
"110000587339","TRIS","29223MBCNT1DIES","TRI REPORTER","336312","PRIMARY","GASOLINE ENGINE AND ENGINE PARTS MANUFACTURING."
"110000587366","RCRAINFO","SCR000777078","LQG","323111","PRIMARY","COMMERCIAL GRAVURE PRINTING."
"110000587366","RCRAINFO","SCD980803787","UNSPECIFIED UNIVERSE","323111","PRIMARY","COMMERCIAL GRAVURE PRINTING."
"110000587366","EIS","3910611","AIR SYNTHETIC MINOR","323111","PRIMARY","COMMERCIAL GRAVURE PRINTING."
"110000587366","RCRAINFO","SCR000777078","LQG","323113","SECONDARY","COMMERCIAL SCREEN PRINTING."
"110000587366","TRIS","29325DNNSNHWY76","TRI REPORTER","323111","PRIMARY","COMMERCIAL GRAVURE PRINTING."
"110000587366","AIRS/AFS","4505900029","AIR SYNTHETIC MINOR","323111","PRIMARY","COMMERCIAL GRAVURE PRINTING."
"110000587366","RCRAINFO","SCD980803787","UNSPECIFIED UNIVERSE","323117","SECONDARY","BOOKS PRINTING."
"110000587366","AIR","SC00015200029","AIR SYNTHETIC MINOR","323111","PRIMARY","COMMERCIAL GRAVURE PRINTING."
"110000587384","RCRAINFO","SCD098400948","TSD","334419","PRIMARY","OTHER ELECTRONIC COMPONENT MANUFACTURING."
"110000587384","RCRAINFO","SCD098400948","VSQG","334413","SECONDARY","SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING."
"110000587384","TRIS","29369MNSNTHIGHW","TRI REPORTER","334413","PRIMARY","SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING."
"110000587384","AIRS/AFS","4508300070","AIR SYNTHETIC MINOR","334413","PRIMARY","SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING."
"110000587384","AIR","SC00020600070","AIR - NOT APPLICABLE","334413","PRIMARY","SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING."
"110000587384","RCRAINFO","SCD098400948","VSQG","334419","PRIMARY","OTHER ELECTRONIC COMPONENT MANUFACTURING."
"110000587384","RCRAINFO","SCD098400948","TSD","334413","SECONDARY","SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING."
"110000587384","EIS","2840311","AIR SYNTHETIC MINOR","334413","PRIMARY","SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING."
"110000587393","AIR","SC00004200011","AIR MINOR","325211","PRIMARY","PLASTICS MATERIAL AND RESIN MANUFACTURING."
"110000587393","RCRAINFO","SCD000505842","LQG","325211","PRIMARY","PLASTICS MATERIAL AND RESIN MANUFACTURING."
"110000587393","TRIS","29411DPNTCCYPRE","TRI REPORTER","325211","PRIMARY","PLASTICS MATERIAL AND RESIN MANUFACTURING."
"110000587393","AIRS/AFS","4501500011","AIR SYNTHETIC MINOR","325211","PRIMARY","PLASTICS MATERIAL AND RESIN MANUFACTURING."
"110000587428","TRIS","29456RMNRG9801H","TRI REPORTER","332312","PRIMARY","FABRICATED STRUCTURAL METAL MANUFACTURING."
"110000587428","RCRAINFO","SCR000003046","UNSPECIFIED UNIVERSE","11111","PRIMARY","SOYBEAN FARMING"
"110000587455","TRIS","29510PHNXMROUTE","TRI REPORTER","326299","PRIMARY","ALL OTHER RUBBER PRODUCT MANUFACTURING."
"110000587464","RMP","100000077418","RMP REPORTER","32211","UNKNOWN","PULP MILLS"
"110000587464","RCRAINFO","SCD987580834","SQG","32212","SECONDARY","PAPER MILLS"
"110000587464","E-GGRT","1000324","GREENHOUSE GAS REPORTER","322121","SECONDARY","PAPER (EXCEPT NEWSPRINT) MILLS."
"110000587464","EIS","6518011","HAZARDOUS AND CRITERIA AIR POLLUTANT MAJOR","322121","PRIMARY","PAPER (EXCEPT NEWSPRINT) MILLS."
"110000587464","RCRAINFO","SCD987580834","SQG","322110","PRIMARY","PULP MILLS."
"110000587464","AIRS/AFS","4506900043","AIR MAJOR","322121","PRIMARY","PAPER (EXCEPT NEWSPRINT) MILLS."
"110000587464","E-GGRT","1000324","GREENHOUSE GAS REPORTER","322110","PRIMARY","PULP MILLS."
"110000587464","AIR","SC00016800043","AIR MAJOR","322121","PRIMARY","PAPER (EXCEPT NEWSPRINT) MILLS."
"110000587464","EIA-860","57470","ELECTRIC GENERATOR","322122","PRIMARY","NEWSPRINT MILLS."
"110000587464","TRIS","29512WLLMTHWY91","TRI REPORTER","322110","UNKNOWN","PULP MILLS."
"110000587473","TRIS","29525PCFCM2613H","TRI REPORTER","321911","PRIMARY","WOOD WINDOW AND DOOR MANUFACTURING."
"110000587473","AIRS/AFS","4506900100","AIR SYNTHETIC MINOR","321918","PRIMARY","OTHER MILLWORK (INCLUDING FLOORING )."
"110000587473","AIR","SC00016800100","AIR SYNTHETIC MINOR","321918","PRIMARY","OTHER MILLWORK (INCLUDING FLOORING )."
"110000587473","EIS","8334911","AIR SYNTHETIC MINOR","321911","PRIMARY","WOOD WINDOW AND DOOR MANUFACTURING."
"110000587482","TRIS","29526CNBRCHWY50","TRI REPORTER","331512","PRIMARY","STEEL INVESTMENT FOUNDRIES."
"110000587482","AIR","SC00013400061","AIR SYNTHETIC MINOR","331512","PRIMARY","STEEL INVESTMENT FOUNDRIES."
"110000587482","AIRS/AFS","4505100061","AIR SYNTHETIC MINOR","339991","PRIMARY","GASKET, PACKING, AND SEALING DEVICE MANUFACTURING."
"110000587482","RCRAINFO","SCD059918862","LQG","332919","SECONDARY","OTHER METAL VALVE AND PIPE FITTING MANUFACTURING."
"110000587482","RCRAINFO","SCD059918862","LQG","332911","PRIMARY","INDUSTRIAL VALVE MANUFACTURING."
"110000587491","CAMDBS","880078","AIR PROGRAM","322130","PRIMARY","PAPERBOARD MILLS."
"110000587491","RCRAINFO","SCD003354230","SQG","322130","PRIMARY","PAPERBOARD MILLS."
"110000587491","AIR","SC00008200012","AIR MAJOR","322130","PRIMARY","PAPERBOARD MILLS."
"110000587491","SC-EFIS","SC0000079627","STATE MASTER","322214","UNKNOWN","FIBER CAN, TUBE, DRUM, AND SIMILAR PRODUCTS MANUFACTURING."
"110000587491","SC-EFIS","SC0000079627","STATE MASTER","326113","UNKNOWN","UNLAMINATED PLASTICS FILM AND SHEET (EXCEPT PACKAGING) MANUFACTURING."
"110000587491","EIA-860","57919","ELECTRIC GENERATOR","32213","PRIMARY","PAPERBOARD MILLS"
"110000587491","TRIS","29550SNCPRNORTH","TRI REPORTER","322130","PRIMARY","PAPERBOARD MILLS."
"110000587491","AIRS/AFS","4503100012","AIR MAJOR","322130","PRIMARY","PAPERBOARD MILLS."
"110000587491","TRIS","29550SNCPRNORTH","TRI REPORTER","322110","UNKNOWN","PULP MILLS."
"110000587491","EIS","6639911","CRITERIA AIR POLLUTANT MAJOR","322130","PRIMARY","PAPERBOARD MILLS."
"110000587525","NPDES","SC0003123","ICIS-NPDES NON-MAJOR","311225","PRIMARY","FATS AND OILS REFINING AND BLENDING."
"110000587525","RCRAINFO","SCD083418491","LQG","311225","SECONDARY","FATS AND OILS REFINING AND BLENDING."
"110000587525","RCRAINFO","SCD083418491","LQG","325998","SECONDARY","ALL OTHER MISCELLANEOUS CHEMICAL PRODUCT AND PREPARATION MANUFACTURING."
"110000587534","EIS","3795511","AIR SYNTHETIC MINOR","31321","PRIMARY","BROADWOVEN FABRIC MILLS"
"110000587534","RCRAINFO","SCD010383362","VSQG","921120","PRIMARY","LEGISLATIVE BODIES."
"110000587534","TRIS","29571BLMNTHWY76","TRI REPORTER","313210","PRIMARY","BROADWOVEN FABRIC MILLS."
"110000587534","RCRAINFO","SCD030095863","OTHER HAZARDOUS WASTE ACTIVITIES","313210","PRIMARY","BROADWOVEN FABRIC MILLS."
"110000587534","AIRS/AFS","4506700018","AIR SYNTHETIC MINOR","313210","PRIMARY","BROADWOVEN FABRIC MILLS."
"110000587543","TRIS","29571RYTXCHWY56","TRI REPORTER","313311","PRIMARY","BROADWOVEN FABRIC FINISHING MILLS."
"110000587552","TRIS","29592MSNTCHIGHW","TRI REPORTER","321219","PRIMARY","RECONSTITUTED WOOD PRODUCT MANUFACTURING."
"110000587570","AIRS/AFS","4500700031","AIR MAJOR","327212","PRIMARY","OTHER PRESSED AND BLOWN GLASS AND GLASSWARE MANUFACTURING."
"110000587570","RCRAINFO","SCD003349982","TSD","327212","PRIMARY","OTHER PRESSED AND BLOWN GLASS AND GLASSWARE MANUFACTURING."
"110000587570","TRIS","29622WNSCRHIGHW","TRI REPORTER","327212","PRIMARY","OTHER PRESSED AND BLOWN GLASS AND GLASSWARE MANUFACTURING."
"110000587570","EIS","4972811","HAZARDOUS AND CRITERIA AIR POLLUTANT MAJOR","327212","PRIMARY","OTHER PRESSED AND BLOWN GLASS AND GLASSWARE MANUFACTURING."
"110000587570","RCRAINFO","SCD003349982","SQG","327212","PRIMARY","OTHER PRESSED AND BLOWN GLASS AND GLASSWARE MANUFACTURING."
"110000587570","AIR","SC00002000031","AIR MAJOR","327212","PRIMARY","OTHER PRESSED AND BLOWN GLASS AND GLASSWARE MANUFACTURING."
"110000587589","RCRAINFO","SCD036050854","OTHER HAZARDOUS WASTE ACTIVITIES","313112","SECONDARY","YARN TEXTURING, THROWING, AND TWISTING MILLS."
"110000587589","AIR","SC00002000217","AIR MAJOR","322121","PRIMARY","PAPER (EXCEPT NEWSPRINT) MILLS."
"110000587589","EIS","16614711","CRITERIA AIR POLLUTANT MAJOR","322121","PRIMARY","PAPER (EXCEPT NEWSPRINT) MILLS."
"110000587589","NPDES","SC0049115","ICIS-NPDES MAJOR","322121","PRIMARY","PAPER (EXCEPT NEWSPRINT) MILLS."
"110000587589","RCRAINFO","SCD036050854","OTHER HAZARDOUS WASTE ACTIVITIES","325222","PRIMARY","NONCELLULOSIC ORGANIC FIBER MANUFACTURING."
"110000587589","AIRS/AFS","4500700217","AIR MAJOR","322121","PRIMARY","PAPER (EXCEPT NEWSPRINT) MILLS."
"110000587598","RCRAINFO","SCR000002501","SQG","333612","PRIMARY","SPEED CHANGER, INDUSTRIAL HIGH-SPEED DRIVE, AND GEAR MANUFACTURING."
"110000587598","AIR","SC00002000119","AIR SYNTHETIC MINOR","333612","PRIMARY","SPEED CHANGER, INDUSTRIAL HIGH-SPEED DRIVE, AND GEAR MANUFACTURING."
"110000587598","AIRS/AFS","4500700119","AIR SYNTHETIC MINOR","333612","PRIMARY","SPEED CHANGER, INDUSTRIAL HIGH-SPEED DRIVE, AND GEAR MANUFACTURING."
"110000587598","TRIS","29627DDGRC905HI","TRI REPORTER","333612","PRIMARY","SPEED CHANGER, INDUSTRIAL HIGH-SPEED DRIVE, AND GEAR MANUFACTURING."
"110000587598","SC-EFIS","SC0000028581","STATE MASTER","333612","UNKNOWN","SPEED CHANGER, INDUSTRIAL HIGH-SPEED DRIVE, AND GEAR MANUFACTURING."
"110000587605","AIR","SC00000400001","AIR SYNTHETIC MINOR","313111","PRIMARY","YARN SPINNING MILLS."
"110000587605","AIRS/AFS","4500100001","AIR SYNTHETIC MINOR","313111","PRIMARY","YARN SPINNING MILLS."
"110000587623","EIS","9164811","AIR MINOR","332112","PRIMARY","NONFERROUS FORGING."
"110000587623","TRIS","29646GRNWD1508H","TRI REPORTER","332112","PRIMARY","NONFERROUS FORGING."
"110000587623","SC-EFIS","SC0000011316","STATE MASTER","332112","UNKNOWN","NONFERROUS FORGING."
"110000587669","TRIS","29653SRLKN5421H","TRI REPORTER","325620","PRIMARY","TOILET PREPARATION MANUFACTURING."
"110000587669","RCRAINFO","SCR000767855","UNSPECIFIED UNIVERSE","11111","PRIMARY","SOYBEAN FARMING"
"110000587712","AIR","SC00018200040","AIR MINOR","332117","PRIMARY","POWDER METALLURGY PART MANUFACTURING."
"110000587712","AIRS/AFS","4507300040","AIR MINOR","332117","PRIMARY","POWDER METALLURGY PART MANUFACTURING."
"110000587721","RCRAINFO","SCD003344496","LQG","334515","PRIMARY","INSTRUMENT MANUFACTURING FOR MEASURING AND TESTING ELECTRICITY AND ELECTRICAL SIGNALS."
"110000587721","AIRS/AFS","4507300018","AIR MINOR","334515","PRIMARY","INSTRUMENT MANUFACTURING FOR MEASURING AND TESTING ELECTRICITY AND ELECTRICAL SIGNALS."
"110000587721","TRIS","29696SNGMWHIGHW","TRI REPORTER","334514","UNKNOWN","TOTALIZING FLUID METER AND COUNTING DEVICE MANUFACTURING."
"110000587721","AIR","SC00018200018","AIR MINOR","334515","PRIMARY","INSTRUMENT MANUFACTURING FOR MEASURING AND TESTING ELECTRICITY AND ELECTRICAL SIGNALS."
"110000587721","EIS","6195611","AIR MINOR","334515","PRIMARY","INSTRUMENT MANUFACTURING FOR MEASURING AND TESTING ELECTRICITY AND ELECTRICAL SIGNALS."
"110000587721","TRIS","29696SNGMWHIGHW","TRI REPORTER","334515","PRIMARY","INSTRUMENT MANUFACTURING FOR MEASURING AND TESTING ELECTRICITY AND ELECTRICAL SIGNALS."
"110000587721","RCRAINFO","SCD003344496","TSD","334515","PRIMARY","INSTRUMENT MANUFACTURING FOR MEASURING AND TESTING ELECTRICITY AND ELECTRICAL SIGNALS."
"110000587749","TRIS","29729TLDYNHWY9X","TRI REPORTER","331491","PRIMARY","NONFERROUS METAL (EXCEPT COPPER AND ALUMINUM) ROLLING, DRAWING, AND EXTRUDING."
"110000587749","RCRAINFO","SCD987588217","VSQG","423510","PRIMARY","METAL SERVICE CENTERS AND OTHER METAL MERCHANT WHOLESALERS."
"110000587749","OSHA-OIS","316206259","OSHA ESTABLISHMENT","331491","PRIMARY","NONFERROUS METAL (EXCEPT COPPER AND ALUMINUM) ROLLING, DRAWING, AND EXTRUDING."
"110000587749","EIS","2951111","AIR MINOR","331491","PRIMARY","NONFERROUS METAL (EXCEPT COPPER AND ALUMINUM) ROLLING, DRAWING, AND EXTRUDING."
"110000587749","OSHA-OIS","317003820","OSHA ESTABLISHMENT","331491","PRIMARY","NONFERROUS METAL (EXCEPT COPPER AND ALUMINUM) ROLLING, DRAWING, AND EXTRUDING."
"110000587749","AIR","SC00006400046","AIR MINOR","331491","PRIMARY","NONFERROUS METAL (EXCEPT COPPER AND ALUMINUM) ROLLING, DRAWING, AND EXTRUDING."
"110000587749","AIRS/AFS","4502300046","AIR MINOR","331491","PRIMARY","NONFERROUS METAL (EXCEPT COPPER AND ALUMINUM) ROLLING, DRAWING, AND EXTRUDING."
"110000587767","TRIS","29810LLNDLRTE27","TRI REPORTER","321114","PRIMARY","WOOD PRESERVATION."
"110000587776","RCRAINFO","SCR000768275","SQG","493190","PRIMARY","OTHER WAREHOUSING AND STORAGE."
"110000587776","AIR","SC00009800014","AIR SYNTHETIC MINOR","493190","PRIMARY","OTHER WAREHOUSING AND STORAGE."
"110000587776","TRIS","2984WBPPRD221SW","TRI REPORTER","424710","PRIMARY","PETROLEUM BULK STATIONS AND TERMINALS."
"110000587776","AIRS/AFS","4503700014","AIR SYNTHETIC MINOR","424710","PRIMARY","PETROLEUM BULK STATIONS AND TERMINALS."
"110000587776","AIR","SC00009800014","AIR SYNTHETIC MINOR","424710","PRIMARY","PETROLEUM BULK STATIONS AND TERMINALS."
"110000587776","RCRAINFO","SCR000768275","SQG","424710","SECONDARY","PETROLEUM BULK STATIONS AND TERMINALS."
"110000587785","RMP","100000007084","RMP REPORTER","333298","UNKNOWN","ALL OTHER INDUSTRIAL MACHINERY MANUFACTURING."
"110000587785","AIRS/AFS","4501100008","AIR MINOR","333311","PRIMARY","AUTOMATIC VENDING MACHINE MANUFACTURING."
"110000587785","SC-EFIS","SC0000095091","STATE MASTER","333311","UNKNOWN","AUTOMATIC VENDING MACHINE MANUFACTURING."
"110000587794","TRIS","29933DCMLYHWYS2","TRI REPORTER","325411","PRIMARY","MEDICINAL AND BOTANICAL MANUFACTURING."
"110000604365","TRIS","29003RCKLNCALHO","TRI REPORTER","313320","PRIMARY","FABRIC COATING MILLS."
"110000604365","AIRS/AFS","4500900002","AIR SYNTHETIC MINOR","313311","PRIMARY","BROADWOVEN FABRIC FINISHING MILLS."
"110000604365","AIR","SC00002600002","AIR - NOT APPLICABLE","313311","PRIMARY","BROADWOVEN FABRIC FINISHING MILLS."
"110000604365","RCRAINFO","SCR000003145","VSQG","11111","PRIMARY","SOYBEAN FARMING"
"110000604365","SC-EFIS","SC0000001553","STATE MASTER","313320","UNKNOWN","FABRIC COATING MILLS."
"110000604374","RCRAINFO","SCD098398860","VSQG","332410","PRIMARY","POWER BOILER AND HEAT EXCHANGER MANUFACTURING."
"110000604374","AIRS/AFS","4502500023","AIR MAJOR","333298","PRIMARY","ALL OTHER INDUSTRIAL MACHINERY MANUFACTURING."
"110000604374","AIR","SC00006600023","AIR MAJOR","333298","PRIMARY","ALL OTHER INDUSTRIAL MACHINERY MANUFACTURING."
"110000604392","TRIS","29330PRGRSHWY29","TRI REPORTER","335121","PRIMARY","RESIDENTIAL ELECTRIC LIGHTING FIXTURE MANUFACTURING."
"110000604392","RCRAINFO","SCD000742783","VSQG","335121","PRIMARY","RESIDENTIAL ELECTRIC LIGHTING FIXTURE MANUFACTURING."
"110000604418","EIS","4834811","HAZARDOUS AIR POLLUTANT MAJOR","321212","PRIMARY","SOFTWOOD VENEER AND PLYWOOD MANUFACTURING."
"110000604418","AIR","SC00004200005","AIR MAJOR","321212","PRIMARY","SOFTWOOD VENEER AND PLYWOOD MANUFACTURING."
"110000604418","AIRS/AFS","4501500005","AIR MAJOR","321212","PRIMARY","SOFTWOOD VENEER AND PLYWOOD MANUFACTURING."
"110000604436","TRIS","2964WSLYCS293GR","TRI REPORTER","326199","PRIMARY","ALL OTHER PLASTICS PRODUCT MANUFACTURING."
"110000604436","AIRS/AFS","4507700052","AIR SYNTHETIC MINOR","326121","PRIMARY","UNLAMINATED PLASTICS PROFILE SHAPE MANUFACTURING."
"110000604436","AIR","SC00018800052","AIR MAJOR","326199","PRIMARY","ALL OTHER PLASTICS PRODUCT MANUFACTURING."
"110000604436","RCRAINFO","SCD982126146","LQG","326199","PRIMARY","ALL OTHER PLASTICS PRODUCT MANUFACTURING."
"110000604463","AIRS/AFS","4507300066","AIR SYNTHETIC MINOR","221111","PRIMARY","HYDROELECTRIC POWER GENERATION."
"110000604463","TRIS","29693GTVLNROUTE","TRI REPORTER","221111","PRIMARY","HYDROELECTRIC POWER GENERATION."
"110000604463","AIR","SC00018200066","AIR SYNTHETIC MINOR","221111","PRIMARY","HYDROELECTRIC POWER GENERATION."
"110000604463","SC-EFIS","SC0000095507","STATE MASTER","221111","UNKNOWN","HYDROELECTRIC POWER GENERATION."
"110000604463","RCRAINFO","SCD982078297","UNSPECIFIED UNIVERSE","238290","PRIMARY","OTHER BUILDING EQUIPMENT CONTRACTORS."
"110000604463","EIS","3407911","AIR MINOR","333515","PRIMARY","CUTTING TOOL AND MACHINE TOOL ACCESSORY MANUFACTURING."
"110000604490","AIRS/AFS","4500500006","AIR SYNTHETIC MINOR","325110","PRIMARY","PETROCHEMICAL MANUFACTURING."
"110000604490","RMP","100000037863","RMP REPORTER","325192","UNKNOWN","CYCLIC CRUDE AND INTERMEDIATE MANUFACTURING."
"110000604490","RMP","100000037863","RMP REPORTER","325132","UNKNOWN","SYNTHETIC ORGANIC DYE AND PIGMENT MANUFACTURING."
"110000604490","RMP","100000037863","RMP REPORTER","32513","UNKNOWN","SYNTHETIC DYE AND PIGMENT MANUFACTURING"
"110000604490","RCRAINFO","SCD082228347","SQG","325199","PRIMARY","ALL OTHER BASIC ORGANIC CHEMICAL MANUFACTURING."
"110000604490","RCRAINFO","SCD082228347","SQG","32519","SECONDARY","OTHER BASIC ORGANIC CHEMICAL MANUFACTURING"
"110000604490","RCRAINFO","SCD082228347","SQG","32513","SECONDARY","SYNTHETIC DYE AND PIGMENT MANUFACTURING"
"110000604490","TRIS","29836SNDZCHIGHW","TRI REPORTER","325199","UNKNOWN","ALL OTHER BASIC ORGANIC CHEMICAL MANUFACTURING."
"110000604490","AIR","SC00001600018","AIR SYNTHETIC MINOR","325188","PRIMARY","ALL OTHER BASIC INORGANIC CHEMICAL MANUFACTURING."
"110000604490","RMP","100000037863","RMP REPORTER","32599","UNKNOWN","ALL OTHER CHEMICAL PRODUCT AND PREPARATION MANUFACTURING"
"110000604490","AIRS/AFS","4500500018","AIR SYNTHETIC MINOR","325188","PRIMARY","ALL OTHER BASIC INORGANIC CHEMICAL MANUFACTURING."
"110000604490","AIR","SC00001600006","AIR SYNTHETIC MINOR","325110","PRIMARY","PETROCHEMICAL MANUFACTURING."
"110000607503","RCRAINFO","SC1750216169","TSD","92811","PRIMARY","NATIONAL SECURITY"
"110000607503","AIRS/AFS","4501300004","AIR MAJOR","928110","PRIMARY","NATIONAL SECURITY."
"110000607503","ICIS","3000034191","ENFORCEMENT/COMPLIANCE ACTIVITY","928110","SECONDARY","NATIONAL SECURITY."
"110000607503","TRIS","29904SDDMCHWY21","TRI REPORTER","928110","PRIMARY","NATIONAL SECURITY."
"110000607503","EIS","12486811","AIR MINOR","48811","PRIMARY","AIRPORT OPERATIONS"
"110000607503","EIS","4834011","CRITERIA AIR POLLUTANT MAJOR","928110","PRIMARY","NATIONAL SECURITY."
"110000607503","AIR","SC00003600004","AIR MAJOR","928110","PRIMARY","NATIONAL SECURITY."
"110000607503","RCRAINFO","SC1750216169","LQG","92811","PRIMARY","NATIONAL SECURITY"
"110000618680","RCRAINFO","SCD001368075","TSD","331423","PRIMARY","SECONDARY SMELTING, REFINING, AND ALLOYING OF COPPER."
"110000618680","TRIS","29053TTNSSHIGHW","TRI REPORTER","331423","PRIMARY","SECONDARY SMELTING, REFINING, AND ALLOYING OF COPPER."
"110000618724","AIR","SC00021400038","AIR MINOR","562211","PRIMARY","HAZARDOUS WASTE TREATMENT AND DISPOSAL."
"110000618724","RCRAINFO","SCD036275626","TRANSPORTER","561499","PRIMARY","ALL OTHER BUSINESS SUPPORT SERVICES."
"110000618724","RCRAINFO","SCD036275626","TRANSPORTER","56199","SECONDARY","ALL OTHER SUPPORT SERVICES"
"110000618724","RCRAINFO","SCD036275626","TRANSPORTER","562211","SECONDARY","HAZARDOUS WASTE TREATMENT AND DISPOSAL."
"110000618724","RCRAINFO","SCD036275626","TSD","562211","SECONDARY","HAZARDOUS WASTE TREATMENT AND DISPOSAL."
"110000618724","AIRS/AFS","4508500038","AIR MINOR","562211","PRIMARY","HAZARDOUS WASTE TREATMENT AND DISPOSAL."
"110000618724","RCRAINFO","SCD036275626","LQG","561499","PRIMARY","ALL OTHER BUSINESS SUPPORT SERVICES."
"110000618724","RCRAINFO","SCD036275626","LQG","56199","SECONDARY","ALL OTHER SUPPORT SERVICES"
"110000618724","TRIS","29151STHST755IN","TRI REPORTER","562211","PRIMARY","HAZARDOUS WASTE TREATMENT AND DISPOSAL."
"110000618724","RCRAINFO","SCD036275626","TSD","561499","PRIMARY","ALL OTHER BUSINESS SUPPORT SERVICES."
"110000618724","RCRAINFO","SCD036275626","TSD","56199","SECONDARY","ALL OTHER SUPPORT SERVICES"
"110000618724","RCRAINFO","SCD036275626","LQG","562211","SECONDARY","HAZARDOUS WASTE TREATMENT AND DISPOSAL."
"110000618742","RCRAINFO","SCD044442333","UNSPECIFIED UNIVERSE","562211","PRIMARY","HAZARDOUS WASTE TREATMENT AND DISPOSAL."
"110000618751","RCRAINFO","SCD048462378","VSQG","332312","PRIMARY","FABRICATED STRUCTURAL METAL MANUFACTURING."
"110000618751","TRIS","29720LHGHL6MISO","TRI REPORTER","332312","PRIMARY","FABRICATED STRUCTURAL METAL MANUFACTURING."
"110000618751","AIRS/AFS","4505700013","AIR MINOR","332312","PRIMARY","FABRICATED STRUCTURAL METAL MANUFACTURING."
"110000618751","EIS","3910311","AIR MINOR","332312","PRIMARY","FABRICATED STRUCTURAL METAL MANUFACTURING."
"110000618751","AIR","SC00014600013","AIR MINOR","332312","PRIMARY","FABRICATED STRUCTURAL METAL MANUFACTURING."
"110000618751","RCRAINFO","SCD048462378","TSD","332312","PRIMARY","FABRICATED STRUCTURAL METAL MANUFACTURING."
"110000618760","TRIS","29304STHRNCREOS","TRI REPORTER","321114","PRIMARY","WOOD PRESERVATION."
"110000618779","RCRAINFO","SCD058754789","OTHER HAZARDOUS WASTE ACTIVITIES","562211","PRIMARY","HAZARDOUS WASTE TREATMENT AND DISPOSAL."
"110000618797","EIS","2916111","AIR SYNTHETIC MINOR","61131","PRIMARY","COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
"110000618797","RCRAINFO","SCD069316271","LQG","622310","SECONDARY","SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS."
"110000618797","AIR","SC00005600024","AIR SYNTHETIC MINOR","622110","PRIMARY","GENERAL MEDICAL AND SURGICAL HOSPITALS."
"110000618797","RCRAINFO","SCD069316271","TRANSPORTER","622310","SECONDARY","SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS."
"110000618797","RCRAINFO","SCD069316271","TRANSPORTER","621493","SECONDARY","FREESTANDING AMBULATORY SURGICAL AND EMERGENCY CENTERS."
"110000618797","RCRAINFO","SCD069316271","TRANSPORTER","621511","SECONDARY","MEDICAL LABORATORIES."
"110000618797","EIS","11428911","AIR MINOR","48811","PRIMARY","AIRPORT OPERATIONS"
"110000618797","RCRAINFO","SCD069316271","LQG","621511","SECONDARY","MEDICAL LABORATORIES."
"110000618797","RCRAINFO","SCD069316271","LQG","54171","PRIMARY","RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES"
"110000618797","RCRAINFO","SCD069316271","LQG","621493","SECONDARY","FREESTANDING AMBULATORY SURGICAL AND EMERGENCY CENTERS."
"110000618797","RCRAINFO","SCD069316271","TRANSPORTER","54171","PRIMARY","RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES"
"110000618797","RCRAINFO","SCD069316271","TRANSPORTER","622110","PRIMARY","GENERAL MEDICAL AND SURGICAL HOSPITALS."
"110000618797","AIRS/AFS","4501900024","AIR SYNTHETIC MINOR","611310","PRIMARY","COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS."
"110000618797","RCRAINFO","SCD069316271","LQG","622110","PRIMARY","GENERAL MEDICAL AND SURGICAL HOSPITALS."
