"REGISTRY_ID","PGM_SYS_ACRNM","PGM_SYS_ID","INTEREST_TYPE","SIC_CODE","PRIMARY_INDICATOR","CODE_DESCRIPTION"
"110002177867","NPDES","SC0025194","ICIS-NPDES NON-MAJOR","4952","PRIMARY","SEWERAGE SYSTEMS"
"110002177867","NPDES","SC0025194","POTW","4952","PRIMARY","SEWERAGE SYSTEMS"
"110002177867","NPDES","SC0025194","NPDES PRETREATMENT PROGRAM","4952","PRIMARY","SEWERAGE SYSTEMS"
"110002178429","NPDES","SC0025721","ICIS-NPDES NON-MAJOR","4952","PRIMARY","SEWERAGE SYSTEMS"
"110002178429","NPDES","SC0025721","POTW","4952","PRIMARY","SEWERAGE SYSTEMS"
"110002178651","NCDB","I04#199807097007  2","COMPLIANCE ACTIVITY","3469","UNKNOWN","METAL STAMPINGS, NOT ELSEWHERE CLASSIFIED"
"110002178651","OSHA-OIS","317490811","OSHA ESTABLISHMENT","3714","PRIMARY","MOTOR VEHICLE PARTS AND ACCESSORIES"
"110002178651","NCDB","I04#199807097007  2","COMPLIANCE ACTIVITY","3993","UNKNOWN","SIGNS AND ADVERTISING SPECIALTIES"
"110002178651","NCDB","I04#199807097007  2","COMPLIANCE ACTIVITY","2759","SECONDARY","COMMERCIAL PRINTING, NOT ELSEWHERE CLASSIFIED"
"110002178651","NCDB","I04#199807097007  2","COMPLIANCE ACTIVITY","3429","PRIMARY","HARDWARE, NOT ELSEWHERE CLASSIFIED"
"110002178688","NPDES","SC0000132","ICIS-NPDES NON-MAJOR","2221","PRIMARY","BROADWOVEN FABRIC MILLS, MANMADE FIBER AND SILK"
"110002178704","NPDES","SC0028762","ICIS-NPDES NON-MAJOR","8211","PRIMARY","ELEMENTARY AND SECONDARY SCHOOLS"
"110002178777","AIRS/AFS","4508700021","AIR MINOR","2491","PRIMARY","WOOD PRESERVING"
"110002178777","SC-EFIS","SC0000003823","STATE MASTER","2491","UNKNOWN","WOOD PRESERVING"
"110002178777","ICIS","7826200","FORMAL ENFORCEMENT ACTION","2491","SECONDARY","WOOD PRESERVING"
"110002178777","ICIS","7826200","ENFORCEMENT/COMPLIANCE ACTIVITY","2491","SECONDARY","WOOD PRESERVING"
"110002178875","NPDES","SC0043583","ICIS-NPDES NON-MAJOR","4941","PRIMARY","WATER SUPPLY"
"110002178875","NPDES","SC0043583","POTW","4941","PRIMARY","WATER SUPPLY"
"110002178884","OSHA-OIS","316201300","OSHA ESTABLISHMENT","3089","PRIMARY","PLASTICS PRODUCTS, NOT ELSEWHERE CLASSIFIED"
"110002178884","OSHA-OIS","317003200","OSHA ESTABLISHMENT","3089","PRIMARY","PLASTICS PRODUCTS, NOT ELSEWHERE CLASSIFIED"
"110002178884","SC-EFIS","SC0000003693","STATE MASTER","3083","UNKNOWN","LAMINATED PLASTICS PLATE, SHEET, AND PROFILE SHAPES"
"110002178884","NPDES","SCR001342","ICIS-NPDES NON-MAJOR","3089","PRIMARY","PLASTICS PRODUCTS, NOT ELSEWHERE CLASSIFIED"
"110002178884","OSHA-OIS","316203520","OSHA ESTABLISHMENT","3089","PRIMARY","PLASTICS PRODUCTS, NOT ELSEWHERE CLASSIFIED"
"110002178884","SC-EFIS","SC0000003693","STATE MASTER","3089","UNKNOWN","PLASTICS PRODUCTS, NOT ELSEWHERE CLASSIFIED"
"110002178884","OSHA-OIS","343352316","OSHA ESTABLISHMENT","3089","PRIMARY","PLASTICS PRODUCTS, NOT ELSEWHERE CLASSIFIED"
"110002178884","OSHA-OIS","317006690","OSHA ESTABLISHMENT","3089","PRIMARY","PLASTICS PRODUCTS, NOT ELSEWHERE CLASSIFIED"
"110002178884","AIRS/AFS","4501100023","AIR MAJOR","3089","PRIMARY","PLASTICS PRODUCTS, NOT ELSEWHERE CLASSIFIED"
"110002178884","NPDES","SCR001342","STORM WATER INDUSTRIAL","3089","PRIMARY","PLASTICS PRODUCTS, NOT ELSEWHERE CLASSIFIED"
"110002178884","AIRS/AFS","4501100023","AIR MAJOR","3083","SECONDARY","LAMINATED PLASTICS PLATE, SHEET, AND PROFILE SHAPES"
"110002178884","OSHA-OIS","317011088","OSHA ESTABLISHMENT","3089","PRIMARY","PLASTICS PRODUCTS, NOT ELSEWHERE CLASSIFIED"
"110002178937","AIRS/AFS","4503300006","AIR MINOR","3297","SECONDARY","NONCLAY REFRACTORIES"
"110002178937","NPDES","SCR000167","STORM WATER INDUSTRIAL","3297","PRIMARY","NONCLAY REFRACTORIES"
"110002178937","AIRS/AFS","4503300006","AIR MINOR","3251","PRIMARY","BRICK AND STRUCTURAL CLAY TILE"
"110002178937","NPDES","SCR000167","ICIS-NPDES NON-MAJOR","3297","PRIMARY","NONCLAY REFRACTORIES"
"110002178937","SC-EFIS","SC0000003642","STATE MASTER","3297","UNKNOWN","NONCLAY REFRACTORIES"
"110002179008","SC-EFIS","SC0000003548","STATE MASTER","2951","UNKNOWN","ASPHALT PAVING MIXTURES AND BLOCKS"
"110002179044","AIRS/AFS","4500100029","AIR MINOR","4953","PRIMARY","REFUSE SYSTEMS"
"110002179053","SC-EFIS","SC0000003428","STATE MASTER","0723","UNKNOWN","CROP PREPARATION SERVICES FOR MARKET, EXCEPT COTTON GINNING"
"110002179062","SC-EFIS","SC0000003263","STATE MASTER","3433","UNKNOWN","HEATING EQUIPMENT, EXCEPT ELECTRIC AND WARM AIR FURNACES"
"110002179552","SC-EFIS","SC0000002918","STATE MASTER","3732","UNKNOWN","BOAT BUILDING AND REPAIRING"
"110002179561","SC-EFIS","SC0000002929","STATE MASTER","3714","UNKNOWN","MOTOR VEHICLE PARTS AND ACCESSORIES"
"110002179561","AIRS/AFS","4505500046","AIR MINOR","3714","PRIMARY","MOTOR VEHICLE PARTS AND ACCESSORIES"
"110002179570","NPDES","SCG730085","ICIS-NPDES NON-MAJOR","1423","PRIMARY","CRUSHED AND BROKEN GRANITE"
"110002179570","SC-EFIS","SC0000002931","STATE MASTER","3295","UNKNOWN","MINERALS AND EARTHS, GROUND OR OTHERWISE TREATED"
"110002179650","AIRS/AFS","4502100051","AIR MINOR","3479","PRIMARY","COATING, ENGRAVING, AND ALLIED SERVICES, NOT ELSEWHERE CLASSIFIED"
"110002179650","SC-EFIS","SC0000002877","STATE MASTER","3479","UNKNOWN","COATING, ENGRAVING, AND ALLIED SERVICES, NOT ELSEWHERE CLASSIFIED"
"110002179678","SC-EFIS","SC0000002882","STATE MASTER","3011","UNKNOWN","TIRES AND INNER TUBES"
"110002179678","SC-EFIS","SC0000002882","STATE MASTER","7534","UNKNOWN","TIRE RETREADING AND REPAIR SHOPS"
"110002179678","SC-EFIS","SC0000002882","STATE MASTER","3315","UNKNOWN","STEEL WIREDRAWING AND STEEL NAILS AND SPIKES"
"110002179696","SC-EFIS","SC0000002914","STATE MASTER","3546","UNKNOWN","POWER-DRIVEN HANDTOOLS"
"110002179696","TRIS","29045SBRTXI20ST","TRI REPORTER","3425","PRIMARY","SAW BLADES AND HANDSAWS"
"110002179703","AIRS/AFS","4504500295","AIR MINOR","2843","PRIMARY","SURFACE ACTIVE AGENTS, FINISHING AGENTS, SULFONATED OILS, AND ASSISTANTS"
"110002179703","AIRS/AFS","4504500295","AIR MINOR","2899","SECONDARY","CHEMICALS AND CHEMICAL PREPARATIONS, NOT ELSEWHERE CLASSIFIED"
"110002179703","OSHA-OIS","317491314","OSHA ESTABLISHMENT","2869","PRIMARY","INDUSTRIAL ORGANIC CHEMICALS, NOT ELSEWHERE CLASSIFIED"
"110002179703","AIRS/AFS","4504500295","AIR MINOR","2869","SECONDARY","INDUSTRIAL ORGANIC CHEMICALS, NOT ELSEWHERE CLASSIFIED"
"110002179758","SC-EFIS","SC0000002789","STATE MASTER","2521","UNKNOWN","WOOD OFFICE FURNITURE"
"110002179810","SC-EFIS","SC0000002551","STATE MASTER","2448","UNKNOWN","WOOD PALLETS AND SKIDS"
"110002179810","OSHA-OIS","317498087","OSHA ESTABLISHMENT","2448","PRIMARY","WOOD PALLETS AND SKIDS"
"110002179810","AIRS/AFS","4503100049","AIR MINOR","2499","PRIMARY","WOOD PRODUCTS, NOT ELSEWHERE CLASSIFIED"
"110002179829","SC-EFIS","SC0000002552","STATE MASTER","0724","UNKNOWN","COTTON GINNING"
"110002179829","AIRS/AFS","4507500030","AIR MINOR","0724","PRIMARY","COTTON GINNING"
"110002179838","SC-EFIS","SC0000002429","STATE MASTER","2951","UNKNOWN","ASPHALT PAVING MIXTURES AND BLOCKS"
"110002179838","AIRS/AFS","4508300005","AIR SYNTHETIC MINOR","1423","SECONDARY","CRUSHED AND BROKEN GRANITE"
"110002179838","AIRS/AFS","4508300005","AIR SYNTHETIC MINOR","3295","PRIMARY","MINERALS AND EARTHS, GROUND OR OTHERWISE TREATED"
"110002179847","NPDES","SCR001130","STORM WATER INDUSTRIAL","2821","PRIMARY","PLASTICS MATERIALS, SYNTHETIC RESINS, AND NONVULCANIZABLE ELASTOMERS"
"110002179847","ICIS","45477","FORMAL ENFORCEMENT ACTION","2899","SECONDARY","CHEMICALS AND CHEMICAL PREPARATIONS, NOT ELSEWHERE CLASSIFIED"
"110002179847","AIRS/AFS","4504100015","AIR MAJOR","2821","PRIMARY","PLASTICS MATERIALS, SYNTHETIC RESINS, AND NONVULCANIZABLE ELASTOMERS"
"110002179847","NPDES","SCR001130","ICIS-NPDES NON-MAJOR","2821","PRIMARY","PLASTICS MATERIALS, SYNTHETIC RESINS, AND NONVULCANIZABLE ELASTOMERS"
"110002179847","SC-EFIS","SC0000079088","STATE MASTER","2821","UNKNOWN","PLASTICS MATERIALS, SYNTHETIC RESINS, AND NONVULCANIZABLE ELASTOMERS"
"110002179847","ICIS","45477","FORMAL ENFORCEMENT ACTION","3081","PRIMARY","UNSUPPORTED PLASTICS FILM AND SHEET"
"110002179847","NPDES","SC0002917","ICIS-NPDES MAJOR","2821","PRIMARY","PLASTICS MATERIALS, SYNTHETIC RESINS, AND NONVULCANIZABLE ELASTOMERS"
"110002179856","SC-EFIS","SC0000002401","STATE MASTER","4952","UNKNOWN","SEWERAGE SYSTEMS"
"110002179865","SC-EFIS","SC0000002414","STATE MASTER","2211","UNKNOWN","BROADWOVEN FABRIC MILLS, COTTON"
"110002179883","AIRS/AFS","4505500001","AIR MINOR","2211","PRIMARY","BROADWOVEN FABRIC MILLS, COTTON"
"110002179883","SC-EFIS","SC0000002366","STATE MASTER","2211","UNKNOWN","BROADWOVEN FABRIC MILLS, COTTON"
"110002179883","NPDES","SCG250049","ICIS-NPDES NON-MAJOR","2011","PRIMARY","MEAT PACKING PLANTS"
"110002179892","SC-EFIS","SC0000002346","STATE MASTER","2951","UNKNOWN","ASPHALT PAVING MIXTURES AND BLOCKS"
"110002179892","AIRS/AFS","4501590227","AIR SYNTHETIC MINOR","2951","PRIMARY","ASPHALT PAVING MIXTURES AND BLOCKS"
"110002179909","SC-EFIS","SC0000002291","STATE MASTER","4911","UNKNOWN","ELECTRIC SERVICES"
"110002179909","AIRS/AFS","4501300048","AIR MAJOR","4911","PRIMARY","ELECTRIC SERVICES"
"110002179936","NPDES","SCG730091","ICIS-NPDES NON-MAJOR","1499","PRIMARY","MISCELLANEOUS NONMETALLIC MINERALS, EXCEPT FUELS"
"110002179990","TRIS","29405LFNDS2801B","TRI REPORTER","2891","PRIMARY","ADHESIVES AND SEALANTS"
"110002179990","SC-EFIS","SC0000002134","STATE MASTER","2891","UNKNOWN","ADHESIVES AND SEALANTS"
"110002180023","SC-EFIS","SC0000002124","STATE MASTER","2951","UNKNOWN","ASPHALT PAVING MIXTURES AND BLOCKS"
"110002180041","SC-EFIS","SC0000002023","STATE MASTER","0724","UNKNOWN","COTTON GINNING"
"110002180041","AIRS/AFS","4506100021","AIR MINOR","0724","PRIMARY","COTTON GINNING"
"110002180103","AIRS/AFS","4507300044","AIR MINOR","2421","PRIMARY","SAWMILLS AND PLANING MILLS, GENERAL"
"110002180103","SC-EFIS","SC0000001973","STATE MASTER","2411","UNKNOWN","LOGGING"
"110002180112","SC-EFIS","SC0000001949","STATE MASTER","2015","UNKNOWN","POULTRY SLAUGHTERING AND PROCESSING"
"110002180130","AIRS/AFS","4500300004","AIR SYNTHETIC MINOR","1455","PRIMARY","KAOLIN AND BALL CLAY"
"110002180130","SC-EFIS","SC0000165960","STATE MASTER","3295","UNKNOWN","MINERALS AND EARTHS, GROUND OR OTHERWISE TREATED"
"110002180130","SC-EFIS","SC0000001944","STATE MASTER","3295","UNKNOWN","MINERALS AND EARTHS, GROUND OR OTHERWISE TREATED"
"110002180130","SC-EFIS","SC0000165960","STATE MASTER","1455","UNKNOWN","KAOLIN AND BALL CLAY"
"110002180167","ICIS","600022895","ENFORCEMENT/COMPLIANCE ACTIVITY","3273","SECONDARY","READY-MIXED CONCRETE"
"110002180167","SC-EFIS","SC0000001880","STATE MASTER","3273","UNKNOWN","READY-MIXED CONCRETE"
"110002180167","AIRS/AFS","4505100053","AIR MINOR","3273","PRIMARY","READY-MIXED CONCRETE"
"110002180167","AIRS/AFS","4505100053","AIR MINOR","3271","SECONDARY","CONCRETE BLOCK AND BRICK"
"110002180167","TRIS","29575RDYMX2551B","TRI REPORTER","3273","PRIMARY","READY-MIXED CONCRETE"
"110002180185","SC-EFIS","SC0000039517","STATE MASTER","2281","UNKNOWN","YARN SPINNING MILLS"
"110002180185","NPDES","SCR003591","ICIS-NPDES NON-MAJOR","2281","PRIMARY","YARN SPINNING MILLS"
"110002180185","NPDES","SCR003591","STORM WATER INDUSTRIAL","2281","PRIMARY","YARN SPINNING MILLS"
"110002180185","SC-EFIS","SC0000001877","STATE MASTER","2281","UNKNOWN","YARN SPINNING MILLS"
"110002180185","AIRS/AFS","4505100025","AIR SYNTHETIC MINOR","2281","PRIMARY","YARN SPINNING MILLS"
"110002180201","SC-EFIS","SC0000001807","STATE MASTER","0724","UNKNOWN","COTTON GINNING"
"110002180229","SC-EFIS","SC0000001778","STATE MASTER","3273","UNKNOWN","READY-MIXED CONCRETE"
"110002180238","AIRS/AFS","4501900180","AIR MINOR","7261","PRIMARY","FUNERAL SERVICE AND CREMATORIES"
"110002180238","SC-EFIS","SC0000001780","STATE MASTER","7261","UNKNOWN","FUNERAL SERVICE AND CREMATORIES"
"110002180247","SC-EFIS","SC0000001762","STATE MASTER","3273","UNKNOWN","READY-MIXED CONCRETE"
"110002180247","AIRS/AFS","4507590187","AIR MINOR","3273","PRIMARY","READY-MIXED CONCRETE"
"110002180265","SC-EFIS","SC0000001721","STATE MASTER","2211","UNKNOWN","BROADWOVEN FABRIC MILLS, COTTON"
"110002180265","SC-EFIS","SC0000001721","STATE MASTER","2281","UNKNOWN","YARN SPINNING MILLS"
"110002180274","AIRS/AFS","4508700014","AIR SYNTHETIC MINOR","2211","PRIMARY","BROADWOVEN FABRIC MILLS, COTTON"
"110002180274","SC-EFIS","SC0000001722","STATE MASTER","2211","UNKNOWN","BROADWOVEN FABRIC MILLS, COTTON"
"110002180283","SC-EFIS","SC0000001734","STATE MASTER","2211","UNKNOWN","BROADWOVEN FABRIC MILLS, COTTON"
"110002180292","AIRS/AFS","4503700024","AIR MINOR","2299","PRIMARY","TEXTILE GOODS, NOT ELSEWHERE CLASSIFIED"
"110002180292","SC-EFIS","SC0000001701","STATE MASTER","2299","UNKNOWN","TEXTILE GOODS, NOT ELSEWHERE CLASSIFIED"
"110002180318","SC-EFIS","SC0000011662","STATE MASTER","3498","UNKNOWN","FABRICATED PIPE AND PIPE FITTINGS"
"110002180318","AIRS/AFS","4505900027","AIR SYNTHETIC MINOR","3498","PRIMARY","FABRICATED PIPE AND PIPE FITTINGS"
"110002180336","SC-EFIS","SC0000001631","STATE MASTER","0724","UNKNOWN","COTTON GINNING"
"110002180416","SC-EFIS","SC0000001416","STATE MASTER","0723","UNKNOWN","CROP PREPARATION SERVICES FOR MARKET, EXCEPT COTTON GINNING"
"110002180416","AIRS/AFS","4506100010","AIR MINOR","0724","PRIMARY","COTTON GINNING"
"110002180416","SC-EFIS","SC0000000455","STATE MASTER","0723","UNKNOWN","CROP PREPARATION SERVICES FOR MARKET, EXCEPT COTTON GINNING"
"110002180434","AIRS/AFS","4506900002","AIR MAJOR","2281","PRIMARY","YARN SPINNING MILLS"
"110002180434","NPDES","SC0001996","ICIS-NPDES NON-MAJOR","2281","PRIMARY","YARN SPINNING MILLS"
"110002180443","SC-EFIS","SC0000001389","STATE MASTER","5411","UNKNOWN","GROCERY STORES"
"110002180470","AIRS/AFS","4507900239","AIR MINOR","7219","PRIMARY","LAUNDRY AND GARMENT SERVICES, NOT ELSEWHERE CLASSIFIED"
"110002180470","SC-EFIS","SC0000001346","STATE MASTER","7213","UNKNOWN","LINEN SUPPLY"
"110002180489","AIRS/AFS","4501300047","AIR MINOR","3451","PRIMARY","SCREW MACHINE PRODUCTS"
"110002180504","TRIS","29322MLLKN10400","TRI REPORTER","2221","PRIMARY","BROADWOVEN FABRIC MILLS, MANMADE FIBER AND SILK"
"110002180540","AIRS/AFS","4500700083","AIR MINOR","2653","PRIMARY","CORRUGATED AND SOLID FIBER BOXES"
"110002180540","SC-EFIS","SC0000001239","STATE MASTER","2653","UNKNOWN","CORRUGATED AND SOLID FIBER BOXES"
"110002180559","SC-EFIS","SC0000001241","STATE MASTER","2284","UNKNOWN","THREAD MILLS"
"110002180559","SC-EFIS","SC0000001241","STATE MASTER","2299","UNKNOWN","TEXTILE GOODS, NOT ELSEWHERE CLASSIFIED"
"110002180559","NPDES","SCR000456","STORM WATER INDUSTRIAL","2824","PRIMARY","MANMADE ORGANIC FIBERS, EXCEPT CELLULOSIC"
"110002180559","SC-EFIS","SC0000001242","STATE MASTER","2299","UNKNOWN","TEXTILE GOODS, NOT ELSEWHERE CLASSIFIED"
"110002180559","SC-EFIS","SC0000001241","STATE MASTER","2281","UNKNOWN","YARN SPINNING MILLS"
"110002180559","AIRS/AFS","4503700019","AIR MINOR","2299","PRIMARY","TEXTILE GOODS, NOT ELSEWHERE CLASSIFIED"
"110002180559","NPDES","SCR000456","ICIS-NPDES NON-MAJOR","2824","PRIMARY","MANMADE ORGANIC FIBERS, EXCEPT CELLULOSIC"
"110002180559","SC-EFIS","SC0000001242","STATE MASTER","2284","UNKNOWN","THREAD MILLS"
"110002180559","SC-EFIS","SC0000001242","STATE MASTER","2281","UNKNOWN","YARN SPINNING MILLS"
"110002180568","SC-EFIS","SC0000001189","STATE MASTER","5411","UNKNOWN","GROCERY STORES"
"110002180586","SC-EFIS","SC0000001157","STATE MASTER","3273","UNKNOWN","READY-MIXED CONCRETE"
"110002180620","SC-EFIS","SC0000001090","STATE MASTER","7216","UNKNOWN","DRYCLEANING PLANTS, EXCEPT RUG CLEANING"
"110002180639","SC-EFIS","SC0000001060","STATE MASTER","3069","UNKNOWN","FABRICATED RUBBER PRODUCTS, NOT ELSEWHERE CLASSIFIED"
"110002180657","SC-EFIS","SC0000001000","STATE MASTER","5411","UNKNOWN","GROCERY STORES"
"110002180675","SC-EFIS","SC0000001007","STATE MASTER","7231","UNKNOWN","BEAUTY SHOPS"
"110002180700","SC-EFIS","SC0000000972","STATE MASTER","0724","UNKNOWN","COTTON GINNING"
"110002180728","AIRS/AFS","4506300035","AIR MINOR","3089","PRIMARY","PLASTICS PRODUCTS, NOT ELSEWHERE CLASSIFIED"
"110002180728","OSHA-OIS","317892693","OSHA ESTABLISHMENT","3089","PRIMARY","PLASTICS PRODUCTS, NOT ELSEWHERE CLASSIFIED"
"110002180728","SC-EFIS","SC0000000949","STATE MASTER","2824","UNKNOWN","MANMADE ORGANIC FIBERS, EXCEPT CELLULOSIC"
"110002180728","AIRS/AFS","4506300035","AIR MINOR","3496","SECONDARY","MISCELLANEOUS FABRICATED WIRE PRODUCTS"
"110002180728","TRIS","29072GLSSMI20HW","TRI REPORTER","3732","PRIMARY","BOAT BUILDING AND REPAIRING"
"110002180728","NPDES","SCR001183","ICIS-NPDES NON-MAJOR","2824","PRIMARY","MANMADE ORGANIC FIBERS, EXCEPT CELLULOSIC"
"110002180728","NPDES","SCR001183","STORM WATER INDUSTRIAL","2824","PRIMARY","MANMADE ORGANIC FIBERS, EXCEPT CELLULOSIC"
"110002180728","AIRS/AFS","4506300035","AIR MINOR","3679","SECONDARY","ELECTRONIC COMPONENTS, NOT ELSEWHERE CLASSIFIED"
"110002180737","OSHA-OIS","342534344","OSHA ESTABLISHMENT","3089","PRIMARY","PLASTICS PRODUCTS, NOT ELSEWHERE CLASSIFIED"
"110002180737","AIRS/AFS","4504500128","AIR MINOR","3089","PRIMARY","PLASTICS PRODUCTS, NOT ELSEWHERE CLASSIFIED"
"110002180782","SC-EFIS","SC0000000752","STATE MASTER","0724","UNKNOWN","COTTON GINNING"
"110002180791","AIRS/AFS","4504900023","AIR MINOR","3089","PRIMARY","PLASTICS PRODUCTS, NOT ELSEWHERE CLASSIFIED"
"110002180791","SC-EFIS","SC0000000764","STATE MASTER","3089","UNKNOWN","PLASTICS PRODUCTS, NOT ELSEWHERE CLASSIFIED"
"110002180791","OSHA-OIS","317889483","OSHA ESTABLISHMENT","3443","PRIMARY","FABRICATED PLATE WORK (BOILER SHOPS)"
"110002180817","AIRS/AFS","4504500225","AIR MINOR","8733","PRIMARY","NONCOMMERCIAL RESEARCH ORGANIZATIONS"
"110002180817","SC-EFIS","SC0000000771","STATE MASTER","8733","UNKNOWN","NONCOMMERCIAL RESEARCH ORGANIZATIONS"
"110002180826","SC-EFIS","SC0000000713","STATE MASTER","2221","UNKNOWN","BROADWOVEN FABRIC MILLS, MANMADE FIBER AND SILK"
"110002180826","NPDES","SCR002880","ICIS-NPDES NON-MAJOR","2221","PRIMARY","BROADWOVEN FABRIC MILLS, MANMADE FIBER AND SILK"
"110002180826","NPDES","SCR002880","STORM WATER INDUSTRIAL","2221","PRIMARY","BROADWOVEN FABRIC MILLS, MANMADE FIBER AND SILK"
"110002180835","AIRS/AFS","4502900011","AIR MINOR","3273","PRIMARY","READY-MIXED CONCRETE"
"110002180835","NPDES","SCR001063","ICIS-NPDES NON-MAJOR","3273","PRIMARY","READY-MIXED CONCRETE"
"110002180835","NPDES","SCR001063","STORM WATER INDUSTRIAL","3273","PRIMARY","READY-MIXED CONCRETE"
"110002180835","SC-EFIS","SC0000000647","STATE MASTER","3273","UNKNOWN","READY-MIXED CONCRETE"
"110002180844","ICIS","782","FORMAL ENFORCEMENT ACTION","2891","PRIMARY","ADHESIVES AND SEALANTS"
"110002180844","TRIS","29556CLNLREASTL","TRI REPORTER","3069","PRIMARY","FABRICATED RUBBER PRODUCTS, NOT ELSEWHERE CLASSIFIED"
"110002180862","SC-EFIS","SC0000000618","STATE MASTER","7216","UNKNOWN","DRYCLEANING PLANTS, EXCEPT RUG CLEANING"
"110002180862","AIRS/AFS","4505500042","AIR MINOR","7216","PRIMARY","DRYCLEANING PLANTS, EXCEPT RUG CLEANING"
"110002180871","SC-EFIS","SC0000000594","STATE MASTER","4953","UNKNOWN","REFUSE SYSTEMS"
"110002180871","SC-EFIS","SC0000150631","STATE MASTER","4953","UNKNOWN","REFUSE SYSTEMS"
"110002180871","AIRS/AFS","4501100020","AIR MINOR","4953","PRIMARY","REFUSE SYSTEMS"
"110002180880","AIRS/AFS","4505100031","AIR MINOR","7261","PRIMARY","FUNERAL SERVICE AND CREMATORIES"
"110002180880","SC-EFIS","SC0000000498","STATE MASTER","7261","UNKNOWN","FUNERAL SERVICE AND CREMATORIES"
"110002180899","NPDES","SCR001000","ICIS-NPDES NON-MAJOR","2011","PRIMARY","MEAT PACKING PLANTS"
"110002180899","SC-EFIS","SC0000000493","STATE MASTER","2011","UNKNOWN","MEAT PACKING PLANTS"
"110002180899","NPDES","SCR001000","STORM WATER INDUSTRIAL","2011","PRIMARY","MEAT PACKING PLANTS"
"110002180906","SC-EFIS","SC0000000467","STATE MASTER","2241","UNKNOWN","NARROW FABRIC AND OTHER SMALLWARES MILLS: COTTON, WOOL, SILK, AND MANMADE FIBER"
"110002180915","SC-EFIS","SC0000000485","STATE MASTER","0724","UNKNOWN","COTTON GINNING"
"110002180924","SC-EFIS","SC0000000488","STATE MASTER","3731","UNKNOWN","SHIP BUILDING AND REPAIRING"
"110002180933","SC-EFIS","SC0000000420","STATE MASTER","1629","UNKNOWN","HEAVY CONSTRUCTION, NOT ELSEWHERE CLASSIFIED"
"110002180942","SC-EFIS","SC0000000421","STATE MASTER","3732","UNKNOWN","BOAT BUILDING AND REPAIRING"
"110002180960","AIRS/AFS","4505900060","AIR MINOR","2297","PRIMARY","NONWOVEN FABRICS"
"110002180960","TRIS","29325SCFLTCLINT","TRI REPORTER","2299","PRIMARY","TEXTILE GOODS, NOT ELSEWHERE CLASSIFIED"
"110002180960","SC-EFIS","SC0000000393","STATE MASTER","2299","UNKNOWN","TEXTILE GOODS, NOT ELSEWHERE CLASSIFIED"
"110002180979","AIRS/AFS","4505100044","AIR MINOR","7261","PRIMARY","FUNERAL SERVICE AND CREMATORIES"
"110002180997","SC-EFIS","SC0000000386","STATE MASTER","2951","UNKNOWN","ASPHALT PAVING MIXTURES AND BLOCKS"
"110002180997","NPDES","SCR001760","ICIS-NPDES NON-MAJOR","2951","PRIMARY","ASPHALT PAVING MIXTURES AND BLOCKS"
"110002180997","AIRS/AFS","4577700013","AIR SYNTHETIC MINOR","2951","PRIMARY","ASPHALT PAVING MIXTURES AND BLOCKS"
"110002180997","AIRS/AFS","4504500566","AIR MINOR","3531","PRIMARY","CONSTRUCTION MACHINERY AND EQUIPMENT"
"110002180997","ICIS","9316","FORMAL ENFORCEMENT ACTION","1611","PRIMARY","HIGHWAY AND STREET CONSTRUCTION, EXCEPT ELEVATED HIGHWAYS"
"110002180997","NPDES","SCR001760","STORM WATER INDUSTRIAL","2951","PRIMARY","ASPHALT PAVING MIXTURES AND BLOCKS"
"110002181013","SC-EFIS","SC0000000326","STATE MASTER","3273","UNKNOWN","READY-MIXED CONCRETE"
"110002181022","SC-EFIS","SC0000000334","STATE MASTER","3443","UNKNOWN","FABRICATED PLATE WORK (BOILER SHOPS)"
"110002181031","SC-EFIS","SC0000000305","STATE MASTER","5153","UNKNOWN","GRAIN AND FIELD BEANS"
"110002181031","SC-EFIS","SC0000000305","STATE MASTER","2076","UNKNOWN","VEGETABLE OIL MILLS, EXCEPT CORN, COTTONSEED, AND SOYBEAN"
"110002181095","SC-EFIS","SC0000000005","STATE MASTER","1499","UNKNOWN","MISCELLANEOUS NONMETALLIC MINERALS, EXCEPT FUELS"
"110002181264","SC-EFIS","SC0000055003","STATE MASTER","2448","UNKNOWN","WOOD PALLETS AND SKIDS"
"110002181264","AIRS/AFS","4507500107","AIR MINOR","2511","PRIMARY","WOOD HOUSEHOLD FURNITURE, EXCEPT UPHOLSTERED"
"110002181433","AIRS/AFS","4504300057","AIR MINOR","8999","PRIMARY","SERVICES, NOT ELSEWHERE CLASSIFIED"
"110002181433","TRIS","29442CPRWR2928S","TRI REPORTER","3643","PRIMARY","CURRENT-CARRYING WIRING DEVICES"
"110002181488","SC-EFIS","SC0000028907","STATE MASTER","3089","UNKNOWN","PLASTICS PRODUCTS, NOT ELSEWHERE CLASSIFIED"
"110002181745","AIRS/AFS","4508500138","AIR MINOR","8999","PRIMARY","SERVICES, NOT ELSEWHERE CLASSIFIED"
"110002181745","NPDES","SC0042170","ICIS-NPDES NON-MAJOR","4953","PRIMARY","REFUSE SYSTEMS"
"110002181745","TRIS","29125SFTYKRTE1X","TRI REPORTER","4953","PRIMARY","REFUSE SYSTEMS"
"110002181745","AIRS/AFS","4508500017","AIR MINOR","4953","PRIMARY","REFUSE SYSTEMS"
"110002181754","NPDES","SC0022322","ICIS-NPDES NON-MAJOR","6514","PRIMARY","OPERATORS OF DWELLINGS OTHER THAN APARTMENT BUILDINGS"
